cup,name,indicators,score
13,丁柔安,Attack,0.0
13,伍政廷,Attack,63.51443027024675
13,余金鳳,Attack,40.88199029792616
13,劉煜淳,Attack,32.589624984970804
13,劉美菁,Attack,70.7683400053044
13,劉育齊,Attack,44.93800192197313
13,劉雙菱,Attack,45.78896517624588
13,劉鴻敏,Attack,75.52852602968049
13,劉鴻杰,Attack,79.33211062104836
13,吳宗軒,Attack,64.44427927109085
13,吳政陽,Attack,81.3957200881365
13,吳秀玲,Attack,29.83501641300427
13,吳靜婷,Attack,38.16732416987856
13,吳韋華,Attack,53.86087172959769
13,廖苡任,Attack,48.211356846162396
13,張善源,Attack,65.92036919332844
13,張嘉羚,Attack,37.6507739179554
13,張妤嘉,Attack,26.11448495833796
13,張瓈婷,Attack,34.81931327778395
13,張瓈文,Attack,47.08642518641861
13,張秝芸,Attack,54.98747107416821
13,張良皓,Attack,66.6716103095578
13,戴儒謙,Attack,27.81424433432446
13,施怡婷,Attack,37.00303630046444
13,曾弘仁,Attack,20.522871961930598
13,曾琬羚,Attack,78.70830204323568
13,李佳軒,Attack,0.0
13,李姿瑩,Attack,59.781085402250724
13,李明穎,Attack,34.712176929236925
13,李東儒,Attack,0.0
13,李淯,Attack,61.89843714567231
13,李興國,Attack,60.579294490021915
13,林元巍,Attack,0.0
13,林國鈞,Attack,63.12508976066208
13,林宜暉,Attack,77.09241591988993
13,林志勇,Attack,57.406543507918926
13,林政揚,Attack,59.45806820234363
13,林書荷,Attack,5.273117155049011
13,林輅惟,Attack,72.56989203591925
13,柯粢薰,Attack,36.49890713298949
13,楊奇翰,Attack,36.158517634621795
13,楊孟樺,Attack,0.0
13,江天祐,Attack,64.47660248921112
13,沈安萱,Attack,0.0
13,洪熙鈞,Attack,52.88669729505445
13,温憶慈,Attack,59.18804969952972
13,溫以勤,Attack,47.02809919164795
13,潘均儒,Attack,32.80230213085485
13,潘柏鈜,Attack,50.497756668836615
13,焦璿誠,Attack,59.59788590071244
13,王前鑌,Attack,61.168158998568536
13,王明浚,Attack,68.58129155586784
13,王艾仕,Attack,55.361534133831206
13,王靖婷,Attack,0.0
13,甘明修,Attack,25.03281990089201
13,畢雯媛,Attack,34.05175786640775
13,盧清銓,Attack,49.62193638026028
13,石修智,Attack,54.886775486400275
13,童琦芳,Attack,32.230769908826886
13,簡佳慧,Attack,0.0
13,羅儀璟,Attack,56.58610269101141
13,艾萊莎,Attack,48.533301761570684
13,莊明叡,Attack,0.0
13,莊邵捷,Attack,87.35626614174919
13,董力億,Attack,0.0
13,蔡依琳,Attack,34.63060720932043
13,蔡沁瑤,Attack,59.237197005729875
13,蕭憶玲,Attack,50.196530363357326
13,蕭湘凌,Attack,46.867493034273544
13,蘇厚禎,Attack,0.0
13,許紋誠,Attack,53.76931992751734
13,許美中,Attack,57.29569638606476
13,詹旻翰,Attack,75.11331438332701
13,謝苡縥,Attack,62.27300259295976
13,謝雅仁,Attack,57.4874045116469
13,譚緹,Attack,58.10629957033862
13,賴湘程,Attack,9.039629408655449
13,邱雅慧,Attack,53.943713397354315
13,郭覲儀,Attack,33.95090883316779
13,鄭旭辰,Attack,27.319768879492027
13,鄭玉森,Attack,0.0
13,鄭羽倢,Attack,0.0
13,鍾乙禎,Attack,48.894220626166884
13,阮柏勳,Attack,0.0
13,陳佳蔓,Attack,12.129365174788472
13,陳保宏,Attack,53.75632695174718
13,陳偉綸,Attack,47.35926967846007
13,陳哲明,Attack,31.748036863668716
13,陳嘉榆,Attack,16.873974896156838
13,陳姿雅,Attack,56.12217250452515
13,陳政錡,Attack,51.36002912888539
13,陳昱潔,Attack,42.37413682898195
13,陳昱翰,Attack,51.81259910754998
13,陳曦,Attack,85.66410448809827
13,陳菀婷,Attack,54.404378729294855
13,陳顥文,Attack,22.251395467459567
13,顏振富,Attack,66.2449609694902
13,高偉誠,Attack,70.19212014743134
13,魏璽格,Attack,48.0469999478232
13,黃世豪,Attack,69.02831284109479
13,黃仁威,Attack,22.03947741538852
13,黃士展,Attack,38.3515837997124
13,黃宇晨,Attack,45.05907582160562
13,黃建逢,Attack,80.38718936054924
13,黃建銘,Attack,60.61484242319579
13,黃情維,Attack,54.572577541142145
13,黃文彥,Attack,56.349382779229586
13,黃正良,Attack,51.59763071988095
13,黃瀞萱,Attack,49.64310221511786
13,黃祥源,Attack,48.66115548266093
13,黃芯瑜,Attack,73.60406283295788
13,黃蔓亞,Attack,28.660970479876166
13,黃鈞璟,Attack,73.91874345945958
13,黃韋程,Attack,31.059239506662312
14,Shainah Joseph,Attack,54.30584086161104
14,伍政廷,Attack,45.89644645791412
14,何佩珊,Attack,8.50788650226395
14,余金鳳,Attack,24.6030971841924
14,劉佳昌,Attack,30.91815276003892
14,劉煜淳,Attack,36.185668670677394
14,劉美菁,Attack,58.58359998402383
14,劉雙菱,Attack,36.77185692096894
14,吳信賢,Attack,51.364330672946686
14,吳宗軒,Attack,69.42843192313524
14,吳彥廷,Attack,48.61311815321374
14,吳秀玲,Attack,42.20805200627159
14,吳芳妤,Attack,41.80052493097903
14,吳靜婷,Attack,32.671803434140415
14,吳韋華,Attack,43.92401227814361
14,周子揚,Attack,28.12329149359473
14,宋宇蓉,Attack,16.07045228205413
14,宋柏霆,Attack,63.23841911430808
14,廖嘉蓉,Attack,35.61550068396341
14,廖琬如,Attack,39.62550076886146
14,廖苡任,Attack,51.535245423754965
14,張善源,Attack,80.05467370131063
14,張嘉羚,Attack,44.55724210107627
14,張妤嘉,Attack,22.00953247324805
14,張婉柔,Attack,48.21135684616239
14,張昀亮,Attack,0.0
14,張昇倫,Attack,61.356039347773965
14,張景翔,Attack,46.689801286690184
14,張瓈文,Attack,31.571425595518047
14,張秝芸,Attack,48.32369106716411
14,張育陞,Attack,79.35019710838867
14,張閔舜,Attack,56.84656217193101
14,戴儒謙,Attack,56.38632605051166
14,曾琬羚,Attack,66.8779360122666
14,曾華鈺,Attack,27.6347269761651
14,李佳軒,Attack,0.0
14,李姿瑩,Attack,48.377668326051946
14,李怡萱,Attack,0.0
14,李澄岫,Attack,53.94082244237301
14,李諭,Attack,43.017909640613574
14,林宜暉,Attack,85.23656766047458
14,林建輝,Attack,48.05198045989409
14,林政瑋,Attack,60.479425329337644
14,林昱丞,Attack,72.05033158439282
14,林書荷,Attack,40.0955699557572
14,林輅惟,Attack,75.77331300706959
14,林雍順,Attack,0.0
14,柯凱傑,Attack,39.171727437506945
14,柯宗甫,Attack,72.10426265922891
14,柯粢薰,Attack,21.57560435503807
14,楊子頡,Attack,43.43718027535735
14,楊孟樺,Attack,0.0
14,潘均儒,Attack,68.30163249500016
14,焦璿誠,Attack,69.41177299006984
14,王明浚,Attack,70.28238591559139
14,王鈺涵,Attack,17.07198582606072
14,王靖婷,Attack,0.0
14,畢雯媛,Attack,36.21660189867083
14,盧清銓,Attack,42.93823969111338
14,石修智,Attack,45.41337631491189
14,童琦芳,Attack,11.204628503611437
14,羅儀璟,Attack,36.32152660253679
14,莊哲育,Attack,54.146467063966476
14,莊邵捷,Attack,49.29365261209664
14,葉怡君,Attack,3.80615975101282
14,蔡沁瑤,Attack,47.124811856637315
14,蕭湘凌,Attack,42.47156460076977
14,蘇厚禎,Attack,0.0
14,許紋誠,Attack,54.971299956600554
14,許菀芸,Attack,40.890915117006735
14,詹旻翰,Attack,58.38673788520917
14,謝苡縥,Attack,35.25455469375625
14,謝雅仁,Attack,48.80817908750642
14,譚緹,Attack,50.69211112184534
14,賴湘程,Attack,0.0
14,邱雅慧,Attack,51.23242190990487
14,郭覲儀,Attack,36.891036571409295
14,鄭文貴,Attack,60.237706301194116
14,鄭旭辰,Attack,36.30121407081564
14,陳佳蔓,Attack,11.52880272408231
14,陳姿雅,Attack,49.264563232552355
14,陳宥廷,Attack,75.10688826156523
14,陳建廷,Attack,50.39783909273989
14,陳怡伶,Attack,0.0
14,陳怡如,Attack,33.781968127318855
14,陳映淳,Attack,46.1595044565787
14,陳昱翰,Attack,57.981461358547556
14,陳曦,Attack,55.78386423998762
14,陳立偉,Attack,54.578478903615235
14,陳詩婷,Attack,53.02148039505386
14,韓俜亭,Attack,22.715655532664577
14,顏振富,Attack,83.07412037882607
14,高偉誠,Attack,68.84367630949029
14,黃世豪,Attack,77.7152869811498
14,黃士展,Attack,48.87896954442472
14,黃宇晨,Attack,26.717126918914992
14,黃建逢,Attack,68.01909123060867
14,黃正良,Attack,49.98667556830337
14,黃澄浩,Attack,56.44583202527799
14,黃瀞萱,Attack,52.35309259951754
14,黃芯瑜,Attack,68.48115615841547
14,黃蔓亞,Attack,28.488834151663724
14,黃韋程,Attack,35.21525195719688
15,Colleen Ogilvie,Attack,41.9172139978657
15,Dubravka Vukoja,Attack,32.98671784211112
15,Hanna Kalinouskaya,Attack,66.2310137113283
15,Matea Magdic,Attack,55.075783404038255
15,Natasa Cikiriz,Attack,53.94979073035401
15,伍政廷,Attack,80.73917239927914
15,劉佳昌,Attack,60.86683801828001
15,劉欣叡,Attack,0.0
15,劉煜淳,Attack,12.49112427377844
15,劉美菁,Attack,60.166503790897366
15,吳信賢,Attack,63.696909463872345
15,吳致廷,Attack,12.76182975339593
15,吳芳妤,Attack,45.71645059352851
15,周冠宇,Attack,60.272502603463984
15,周子揚,Attack,20.299518672068373
15,宋柏霆,Attack,55.87447782336124
15,廖嘉蓉,Attack,37.5749971599421
15,廖苡任,Attack,47.64949516863194
15,張善源,Attack,46.70819301603102
15,張嘉羚,Attack,32.838049880193964
15,張妤嘉,Attack,16.07045228205413
15,張弘燁,Attack,48.67647568772091
15,張昀亮,Attack,0.0
15,張瑋安,Attack,45.333832433600215
15,張瓈文,Attack,59.545447989490675
15,張秝芸,Attack,51.847220040504894
15,張芷瑄,Attack,19.1914629759775
15,彭?媃,Attack,45.678581907434456
15,徐薏梅,Attack,48.66608297248113
15,戴儒謙,Attack,23.244761336542584
15,施怡婷,Attack,33.9888407308037
15,曹晉誥,Attack,19.79203070526667
15,曾琬羚,Attack,63.90347331642051
15,李佳蓁,Attack,39.01676236192999
15,李佳軒,Attack,0.0
15,李姿瑩,Attack,49.65437793965839
15,李沛恩,Attack,27.118888225966348
15,李澄岫,Attack,54.46735434167632
15,李瑋軒,Attack,0.0
15,李興國,Attack,73.93672810877611
15,李諭,Attack,47.330246939253335
15,林佾煒,Attack,0.0
15,林其蓉,Attack,0.0
15,林姿吟,Attack,0.0
15,林宜暉,Attack,77.9248128407755
15,林政瑋,Attack,59.08917028603899
15,林昱丞,Attack,58.25006560079494
15,林書荷,Attack,44.291955109282576
15,柯凱傑,Attack,0.0
15,柯宗甫,Attack,72.28119264549673
15,楊子頡,Attack,32.01672379647421
15,楊孟樺,Attack,0.0
15,楊怡真,Attack,37.36380155577586
15,欒妤雯,Attack,30.993015115390108
15,江天祐,Attack,24.416130342166333
15,洪熙鈞,Attack,66.5197487469139
15,渡邊侑磨,Attack,61.97649948528706
15,溫以勤,Attack,62.47745062813294
15,潘均儒,Attack,64.61314497423017
15,潘宣蓉,Attack,36.74642736249034
15,焦璿誠,Attack,57.92924292487124
15,王明浚,Attack,84.19854360736412
15,甘可慧,Attack,46.01236523274786
15,甘明修,Attack,49.62665235963876
15,畢雯媛,Attack,37.07380843188916
15,盧清銓,Attack,54.53909743222121
15,石修智,Attack,16.07045228205413
15,童琦芳,Attack,29.484485086711302
15,羅儀璟,Attack,50.82165307599675
15,莊明叡,Attack,10.044032676283832
15,莊邵捷,Attack,82.4445508145251
15,葉于雯,Attack,56.590370769992674
15,蔡沁瑤,Attack,54.41297160494534
15,蔡沛彰,Attack,69.77341660447043
15,蕭湘凌,Attack,39.1869871964169
15,蘇厚禎,Attack,0.0
15,許國宏,Attack,32.54266587115961
15,許惠瑩,Attack,21.104006235818346
15,許紋誠,Attack,59.02322134421563
15,許美中,Attack,59.43849432443173
15,許菀芸,Attack,47.96254215271124
15,詹旻翰,Attack,75.69337239848018
15,諶品璇,Attack,34.58644089180784
15,謝苡縥,Attack,30.44927800810256
15,謝靖瑩,Attack,18.79199381137862
15,賴湘程,Attack,0.0
15,邱雅慧,Attack,32.85176821742261
15,郭家銘,Attack,51.914472151781425
15,郭覲儀,Attack,4.519814704327724
15,鄧岳盺,Attack,55.489198107286896
15,鄧衍敏,Attack,48.22975796674576
15,鄭振堃,Attack,45.800789003854284
15,鄭文貴,Attack,85.55328428482106
15,鄭玉森,Attack,0.0
15,阮霈文,Attack,0.0
15,陳佳蔓,Attack,21.87367116168479
15,陳冠中,Attack,52.95484118571828
15,陳姿雅,Attack,48.99205742797962
15,陳宥廷,Attack,21.583080985537602
15,陳巧聆,Attack,30.80170020727042
15,陳建廷,Attack,64.87955449743887
15,陳建彰,Attack,37.22745722080367
15,陳怡伶,Attack,0.0
15,陳怡如,Attack,47.977971162648146
15,陳政錡,Attack,74.37740599559937
15,陳昭銘,Attack,72.95280457977967
15,陳昱,Attack,0.0
15,陳昱豪,Attack,74.7276031115517
15,陳潔,Attack,38.376040688618836
15,陳盈綺,Attack,42.200330200842906
15,陳菀婷,Attack,52.51442390462676
15,顏振富,Attack,74.19395046632692
15,顧乃涵,Attack,45.835724769684816
15,高偉誠,Attack,67.55755326509684
15,高歆媛,Attack,24.051648454201878
15,黃世豪,Attack,59.35344202171145
15,黃仁威,Attack,74.58001732528795
15,黃士展,Attack,65.03253483634174
15,黃宇晨,Attack,38.16732416987856
15,黃建逢,Attack,81.9543962129607
15,黃情維,Attack,53.87619127558647
15,黃文彥,Attack,59.81401208959802
15,黃柏叡,Attack,0.0
15,黃正良,Attack,60.84803885105508
15,黃澄浩,Attack,63.384362421417286
15,黃瀞萱,Attack,49.20805580823174
15,黃素琴,Attack,7.231703526924359
15,黃芯瑜,Attack,61.30445592833334
15,黃蔓亞,Attack,47.92729736134332
15,黃韋程,Attack,44.39462442917454
15,黃鷹,Attack,15.066049014425749
15,龔詩雯,Attack,37.395519553700964
16,Anny,Attack,63.09217035047351
16,BoBo,Attack,58.40935120956093
16,Cika,Attack,33.53045494939865
16,Jessica,Attack,50.035114961088226
16,Matea,Attack,45.31608776584743
16,Miri,Attack,50.82437675593852
16,丁柔安,Attack,0.0
16,亞美娜,Attack,29.45234981903261
16,伍政廷,Attack,53.35130325368192
16,余䒩語,Attack,48.3340458926597
16,劉佳昌,Attack,24.105678423081194
16,劉煜淳,Attack,13.148551867135199
16,劉美菁,Attack,57.6883016872779
16,劉雙菱,Attack,39.651460531528386
16,劉鴻敏,Attack,70.42697071012714
16,吳信賢,Attack,59.478027498051965
16,吳致廷,Attack,28.488529045459593
16,吳芳妤,Attack,46.75619810245967
16,呂姜耀強,Attack,0.0
16,呂玟君,Attack,41.81432854805863
16,周冠宇,Attack,63.489132878024556
16,周子揚,Attack,12.052839211540597
16,宋柏霆,Attack,55.2593503380413
16,廖嘉蓉,Attack,31.530695788057887
16,廖苡任,Attack,34.95323371346774
16,張庭語,Attack,34.0315460090558
16,張昀亮,Attack,0.0
16,張瑋安,Attack,31.633159146024692
16,張瓈文,Attack,54.48084506048657
16,張祐晨,Attack,51.927789412368895
16,張秝芸,Attack,53.28748388246379
16,張芷瑄,Attack,31.66106930358168
16,彭?媃,Attack,53.20090740427616
16,戴儒謙,Attack,45.2268442794952
16,曾琬羚,Attack,74.05445176938096
16,曾祥銘,Attack,78.73314048278715
16,曾茂聰,Attack,46.72619046824735
16,朱凱逸,Attack,49.27374958474476
16,李佳軒,Attack,0.0
16,李姿瑩,Attack,47.405008300292295
16,李尼希米,Attack,62.79396925958951
16,李權紘,Attack,64.07872099498178
16,李沛恩,Attack,32.14090456410826
16,李澄岫,Attack,58.97282042789507
16,李瑋軒,Attack,0.0
16,李興國,Attack,72.29807992687627
16,李諭,Attack,42.328014489934795
16,李連鑫,Attack,63.47828651411381
16,林其蓉,Attack,0.0
16,林姿吟,Attack,0.0
16,林宜暉,Attack,81.09247385532578
16,林政瑋,Attack,57.23487793461391
16,林昱丞,Attack,68.99545014873877
16,林書荷,Attack,44.271203765877424
16,林謙,Attack,45.166429045352146
16,林靖儀,Attack,0.0
16,柯凱傑,Attack,12.052839211540597
16,柯宗甫,Attack,90.24432376609265
16,楊孟樺,Attack,0.0
16,欒妤雯,Attack,16.07045228205413
16,江思萳,Attack,16.622874079249744
16,洪榮發,Attack,46.21266458157265
16,洪熙鈞,Attack,46.57015586360733
16,湯貴全,Attack,0.0
16,潘均儒,Attack,58.74870474369451
16,潘宣蓉,Attack,45.19402503866768
16,焦璿誠,Attack,62.36954215851885
16,王俊傑,Attack,64.18514475358762
16,王珮玲,Attack,24.105678423081194
16,甘可慧,Attack,49.93460598098432
16,甘明修,Attack,68.40518137200908
16,盧清銓,Attack,60.264196057702996
16,石修智,Attack,39.77436939808398
16,童琦芳,Attack,32.15859338888814
16,羅儀璟,Attack,47.3733268433857
16,胡曉佩,Attack,54.19866510555782
16,莊哲育,Attack,61.986030230780216
16,莊邵捷,Attack,22.599073521638623
16,葉于雯,Attack,53.779803983107705
16,蔡幼群,Attack,48.17930851020174
16,蔡沁瑤,Attack,43.317523767358026
16,蔡沛彰,Attack,87.78980305328986
16,蕭湘凌,Attack,46.605904506867375
16,許惠瑩,Attack,22.352538174129837
16,許紋誠,Attack,67.79005055112819
16,許菀芸,Attack,45.19990485199886
16,詹佳茵,Attack,0.0
16,詹旻翰,Attack,68.02468158655438
16,諶品璇,Attack,22.49863319487578
16,謝苡縥,Attack,61.41925981547564
16,謝靖瑩,Attack,34.97663063744305
16,賴湘程,Attack,0.0
16,邱雅慧,Attack,7.968819313415271
16,郭家銘,Attack,63.98351481198732
16,郭覲儀,Attack,10.403503319435043
16,鄧岳昕,Attack,37.80940820027458
16,鄭振堃,Attack,69.3440169431792
16,鄭玉森,Attack,0.0
16,陳仕東,Attack,43.71961552509136
16,陳佳蔓,Attack,19.785439952451057
16,陳冠中,Attack,42.056627482302204
16,陳姿雅,Attack,53.33581006846716
16,陳威舜,Attack,9.240510062181125
16,陳宥廷,Attack,37.54703792658343
16,陳巧聆,Attack,22.76647406624335
16,陳建廷,Attack,61.7281277961981
16,陳怡如,Attack,33.34483150639354
16,陳政錡,Attack,64.1272010517504
16,陳昭銘,Attack,67.23680789877338
16,陳潔,Attack,30.899793718975122
16,陳盈綺,Attack,42.6128690636875
16,陳莉鎔,Attack,41.78317593334074
16,陳菀婷,Attack,49.1994360266343
16,顏振富,Attack,62.294645852663756
16,高偉誠,Attack,81.44534373248042
16,高歆媛,Attack,37.813808127281234
16,黃世豪,Attack,44.47188621899211
16,黃士展,Attack,35.48891545620287
16,黃宇晨,Attack,28.297970322747492
16,黃建逢,Attack,69.98024345620404
16,黃情維,Attack,50.02381387045422
16,黃意凱,Attack,0.0
16,黃文彥,Attack,46.97982631119204
16,黃柏叡,Attack,0.0
16,黃正良,Attack,69.25428097328465
16,黃澄浩,Attack,54.57657973257011
16,黃瀞萱,Attack,54.420129776825924
16,黃素琴,Attack,0.0
16,黃芯瑜,Attack,58.828909210817365
16,黃蔓亞,Attack,31.885238277802852
16,黃韋程,Attack,32.49026222241379
16,龔詩雯,Attack,33.65523564453259
17,Beatriz,Attack,60.42045456223201
17,Berkeley,Attack,66.06092130287985
17,Maria,Attack,36.62464438713152
17,Milana,Attack,59.036453429943585
17,Peonia,Attack,41.67916440857591
17,Renele,Attack,39.171727437506945
17,Valdez,Attack,63.92725977045509
17,丁柔安,Attack,0.0
17,余䒩語,Attack,47.76091930274354
17,劉佳昌,Attack,68.64877985703559
17,劉煜淳,Attack,25.712723651286613
17,劉美菁,Attack,56.54626532383429
17,劉鴻敏,Attack,76.77380855492514
17,吳佩茹,Attack,46.6356939756924
17,吳信賢,Attack,51.27048222699628
17,吳宗軒,Attack,78.848380003061
17,吳旭弘,Attack,36.49212300565551
17,吳沛緹,Attack,33.9836466609
17,吳芳妤,Attack,52.96266741277634
17,周冠宇,Attack,70.08526718198544
17,周子揚,Attack,39.602185980776255
17,周育霆,Attack,0.0
17,宋柏霆,Attack,65.82123589911735
17,廖嘉安,Attack,41.610216729503676
17,廖嘉蓉,Attack,18.802429170003332
17,廖士勛,Attack,6.887336692308914
17,廖苡任,Attack,30.349198859369935
17,廖閎昇,Attack,58.290347973839005
17,張善源,Attack,4.253943251131975
17,張弘燁,Attack,70.05712791707973
17,張昀亮,Attack,0.0
17,張洵瑞,Attack,19.0307987550641
17,張祐晨,Attack,55.30497917261799
17,張稦豈,Attack,58.50135116132475
17,張芷瑄,Attack,24.61582257690126
17,彭?媃,Attack,36.50046450485029
17,戴儒謙,Attack,65.62101348505439
17,施宗諭,Attack,60.18220395422312
17,曾琬羚,Attack,63.86432953512895
17,曾祥銘,Attack,72.50097355372394
17,曾茂聰,Attack,75.19180455894542
17,朱凱逸,Attack,42.242331712828005
17,李佳軒,Attack,0.0
17,李修瑜,Attack,0.0
17,李姿瑩,Attack,47.664822800747906
17,李子嫣,Attack,51.63708941968063
17,李尼希米,Attack,70.45010980042518
17,李思依,Attack,3.0132098028851493
17,李權紘,Attack,49.13634078724398
17,李瑋軒,Attack,0.0
17,李諭,Attack,50.467168742550214
17,林其蓉,Attack,0.0
17,林宜暉,Attack,84.5420578980919
17,林昱丞,Attack,87.8881556411053
17,林書荷,Attack,50.09076468036637
17,林聖恩,Attack,55.515362500700824
17,林謙,Attack,20.43243218718311
17,林錦龍,Attack,60.670721788658085
17,柯凱傑,Attack,20.299518672068373
17,柯宗甫,Attack,74.96217182498543
17,楊子頡,Attack,48.64964190840023
17,楊孟樺,Attack,0.0
17,欒妤雯,Attack,0.0
17,江思萳,Attack,40.32222572588127
17,江昀庭,Attack,0.0
17,洪家瑤,Attack,27.549346769235655
17,洪榮發,Attack,64.61253501109056
17,洪熙鈞,Attack,63.77257610215881
17,洪詩涵,Attack,47.934999171969395
17,温逸凱,Attack,67.32711452424019
17,漢娜,Attack,61.84202228175921
17,潘均儒,Attack,48.21135684616239
17,潘宣蓉,Attack,40.52128019164763
17,焦璿誠,Attack,70.09408225845398
17,王俊傑,Attack,55.10043276490875
17,甘可慧,Attack,60.83572354238921
17,甘明修,Attack,62.41223800733701
17,甘茂宏,Attack,61.53109828692676
17,盧清銓,Attack,57.119977132953274
17,石修智,Attack,16.07045228205413
17,童琦芳,Attack,38.50828790400179
17,簡偉倫,Attack,0.0
17,胡宸穎,Attack,47.43443436255403
17,胡曉佩,Attack,43.92829434063278
17,莊岳祥,Attack,32.34178521763394
17,葉于雯,Attack,39.41474293283565
17,蔡幼群,Attack,46.982449208496284
17,蔡沁瑤,Attack,3.80615975101282
17,蔡沛彰,Attack,90.58754682323139
17,蕭湘凌,Attack,40.613414093721424
17,蘇逢澤,Attack,0.0
17,許家騰,Attack,0.0
17,許廷恩,Attack,0.0
17,許惠瑩,Attack,5.165502519231684
17,許睿恩,Attack,56.723206649592015
17,許紋誠,Attack,60.736567669659046
17,許菀芸,Attack,44.75464430172705
17,詹佳茵,Attack,0.0
17,詹旻翰,Attack,61.6625341134142
17,謝苡縥,Attack,39.37260809103262
17,謝靖瑩,Attack,39.90621676200795
17,賴湘程,Attack,0.0
17,邱雅慧,Attack,40.70809790090904
17,郭家銘,Attack,56.43201128275161
17,郭覲儀,Attack,0.0
17,鄭伊伶,Attack,35.89424308926266
17,鄭振堃,Attack,67.73408664523637
17,鄭玉森,Attack,0.0
17,陳亭汝,Attack,28.697236217953808
17,陳仕東,Attack,24.105678423081194
17,陳佳蔓,Attack,13.490721784145439
17,陳姿雅,Attack,43.34902150902967
17,陳威舜,Attack,66.44055926995154
17,陳宥廷,Attack,7.231703526924359
17,陳巧聆,Attack,0.0
17,陳建彰,Attack,61.952637083181145
17,陳怡伶,Attack,0.0
17,陳怡如,Attack,62.85707575363105
17,陳政錡,Attack,72.27703306118221
17,陳昭銘,Attack,66.66467562208987
17,陳昱碩,Attack,0.0
17,陳朝璽,Attack,45.34163322436702
17,陳潔,Attack,41.8249364436393
17,陳玠廷,Attack,0.0
17,陳盈綺,Attack,32.294239333030504
17,陳莉鈞,Attack,56.04570233366377
17,陳莉鎔,Attack,10.713634854702752
17,陳菀婷,Attack,54.242412293388384
17,陳裕仁,Attack,26.784087136756884
17,雷諾,Attack,59.699562366530074
17,顏振富,Attack,70.35948476017289
17,高偉誠,Attack,81.51104033146709
17,高歆媛,Attack,8.436987448078419
17,黃仁威,Attack,34.35059175289071
17,黃士展,Attack,46.70144655997574
17,黃宇晨,Attack,5.165502519231684
17,黃情維,Attack,22.687697339370537
17,黃意凱,Attack,0.0
17,黃文彥,Attack,48.21135684616239
17,黃柏叡,Attack,0.0
17,黃正良,Attack,80.57694893047764
17,黃瀞萱,Attack,60.07857431916437
17,黃珮甄,Attack,24.865292108083494
17,黃素琴,Attack,13.559444112983174
17,黃芯瑜,Attack,62.236871908764954
17,黃蔓亞,Attack,34.03592417926792
17,黃韋程,Attack,15.721094623748607
17,黃鷹,Attack,32.79546405424053
17,龔詩雯,Attack,43.886755736532585
18,Bia,Attack,63.245574917113785
18,Blanco,Attack,63.553587936032876
18,Bryan,Attack,90.13443168207216
18,Gabi,Attack,56.18653953910266
18,Ipek Vural,Attack,0.0
18,SARA,Attack,43.63923001090559
18,Santos,Attack,57.01310318125312
18,ZSANETT,Attack,47.793633155866225
18,丁柔安,Attack,0.0
18,劉少宇,Attack,22.251395467459567
18,劉昱麟,Attack,49.51710706442882
18,劉玉淳,Attack,40.18217222854963
18,劉美菁,Attack,52.86520759681984
18,劉鴻敏,Attack,65.6986239071397
18,劉鴻杰,Attack,92.77104967540053
18,吳伶瑾,Attack,0.0
18,吳佩茹,Attack,40.84503230680021
18,吳宗軒,Attack,77.11116265806685
18,吳欣翰,Attack,0.0
18,吳沛緹,Attack,34.17044431366961
18,吳芳妤,Attack,50.920288401210435
18,吳詠涵,Attack,1.8079258817310897
18,吳閩育,Attack,0.0
18,呂姜耀凱,Attack,87.81354282693863
18,呂慶鴻,Attack,0.0
18,呂玟君,Attack,38.00652875653746
18,周冠宇,Attack,64.95221422928005
18,周子揚,Attack,17.762078838059825
18,周子洋,Attack,0.0
18,宋柏霆,Attack,70.21455281345324
18,廖嘉安,Attack,51.58688036204079
18,廖嘉蓉,Attack,26.987585194136
18,廖苡任,Attack,38.91345231154536
18,廖閎昇,Attack,24.105678423081194
18,張昀亮,Attack,0.0
18,張洵瑞,Attack,17.762078838059825
18,張祐晨,Attack,47.01320686710651
18,張芷瑄,Attack,11.140732460396986
18,張雪晴,Attack,0.0
18,彭?媃,Attack,44.09987258623324
18,戴儒謙,Attack,47.163283871245824
18,施宗諭,Attack,82.95664597103543
18,曾祥銘,Attack,70.56901806986411
18,曾茂聰,Attack,71.99559123149348
18,朱凱逸,Attack,64.79208549044023
18,朱禹丞,Attack,44.308532720520674
18,李佳軒,Attack,0.0
18,李元,Attack,0.0
18,李姿瑩,Attack,48.67466371962263
18,李子嫣,Attack,42.45215695946058
18,李尼希米,Attack,76.93421779209318
18,李怡萱,Attack,0.0
18,李權紘,Attack,53.745508476809334
18,李瑋軒,Attack,0.0
18,李諭,Attack,40.260919050171495
18,林其蓉,Attack,0.0
18,林冠洲,Attack,29.693812966613653
18,林嘉偉,Attack,6.887336692308914
18,林國鈞,Attack,4.253943251131975
18,林宜暉,Attack,81.34644744968035
18,林庭葳,Attack,0.0
18,林昱丞,Attack,60.95292972693389
18,林暘程,Attack,35.03358597487801
18,林書荷,Attack,56.1481236018352
18,林聖恩,Attack,50.5936772114874
18,林裕鈞,Attack,69.09400021972586
18,林謙,Attack,52.171575444240005
18,林錦龍,Attack,59.941901546811664
18,林韋翔,Attack,42.53943251131975
18,柯凱傑,Attack,23.344446472878634
18,柯宗甫,Attack,68.65842994619858
18,楊承恩,Attack,46.78693039388942
18,欒妤雯,Attack,25.201391078675798
